"longitude","latitude","housingMedianAge","totalRooms","totalBedrooms","population","households","medianIncome","medianHouseValue"
-118.58,34.23,35,1917,314,1019,340,4.8929,234900
-118.58,34.22,35,1969,339,950,340,4.875,230400
-118.59,34.22,17,6015,1464,3056,1347,4.0077,229000
-118.52,34.24,6,3218,949,2295,876,3.0926,418500
-118.53,34.25,20,6331,1537,2957,1509,3.3892,323100
-118.54,34.24,24,4631,1164,2360,1083,3.0977,264000
-118.53,34.24,24,2718,719,3018,644,2.9076,275300
-118.54,34.23,35,3422,601,1690,574,4.375,232900
-118.55,34.24,21,5751,1082,2230,1016,4.3458,407500
-118.55,34.23,25,4409,1018,4579,1010,2.8727,245100
-118.54,34.22,34,2193,513,1299,497,3.6187,211600
-118.54,34.23,29,1753,342,1318,333,4.125,241400
-118.47,34.25,21,2692,477,1330,456,4.5417,238900
-118.47,34.24,19,2405,661,1855,621,2.3111,255400
-118.49,34.24,35,2707,446,1224,445,5.2939,244200
-118.5,34.25,32,2333,389,969,331,4.8164,241100
-118.5,34.25,32,2411,380,1040,344,6.155,257300
-118.5,34.23,26,3082,573,1590,586,4.5167,319000
-118.49,34.23,32,4373,683,2040,693,5.2668,242300
-118.49,34.22,30,1756,314,899,288,5.0325,238200
-118.48,34.23,29,3354,707,1752,650,4.5484,239900
-118.46,34.23,20,4609,1499,5349,1377,2.7121,169400
-118.43,34.25,38,921,239,1023,241,3.4514,151900
-118.42,34.24,35,1507,281,1025,286,4.5833,177200
-118.41,34.24,38,490,101,402,100,3.125,175900
-118.44,34.26,34,1102,212,949,212,4.0792,165100
-118.44,34.26,28,1077,288,1377,293,3.9167,153900
-118.44,34.26,34,325,60,433,83,5.5124,174300
-118.44,34.25,35,1583,324,1481,351,3.7,176000
-118.45,34.24,11,9053,2193,7096,2038,3.5082,136500
-118.45,34.24,7,3299,794,2343,647,3.0865,205900
-118.43,34.24,35,1488,293,1112,288,4.4688,182500
-118.44,34.24,36,1660,301,1225,307,4.095,184000
-118.44,34.24,35,2344,435,1531,399,3.725,178200
-118.42,34.22,29,1807,323,1234,310,5.3767,233000
-118.43,34.23,35,1225,228,720,231,3.4013,176500
-118.43,34.23,37,1737,369,1061,356,3.9615,173700
-118.43,34.22,34,1588,360,1080,340,3.66,184600
-118.44,34.22,39,1529,344,913,314,3.325,178200
-118.44,34.23,43,2257,429,1418,442,4.5278,181800
-118.46,34.22,35,2288,617,2222,566,2.6299,170700
-118.46,34.22,31,2057,601,2397,579,2.871,184400
-118.45,34.23,25,4393,1369,3781,1267,2.5833,183700
-118.45,34.22,8,2609,786,1803,695,2.7714,185700
-118.46,34.23,19,9902,2814,7307,2660,2.585,145400
-118.44,34.22,36,1191,266,718,248,3.4612,178800
-118.44,34.22,41,1582,399,1159,378,2.825,168600
-118.43,34.22,34,2300,429,1447,455,4.2656,233700
-118.43,34.21,17,3667,1209,2636,1054,2.425,175500
-118.4,34.22,36,2557,540,1556,491,3.6591,183800
-118.4,34.23,37,1404,266,889,274,4.0049,190000
-118.37,34.22,17,1787,463,1671,448,3.5521,151500
-118.38,34.24,38,125,42,63,29,1.3594,158300
-118.4,34.23,36,1643,349,1414,337,4.1181,172700
-118.39,34.22,40,712,149,533,155,3.695,165200
-118.39,34.22,35,1790,334,1277,345,5.0818,186800
-118.39,34.21,32,1869,441,1516,432,3.6845,178500
-118.39,34.21,14,2807,868,2729,803,2.6667,172400
-118.38,34.22,20,1176,344,864,318,2.375,177700
-118.42,34.22,34,3004,589,1938,568,4.1857,198600
-118.42,34.2,34,161,48,66,33,1,187500
-118.42,34.23,34,1531,278,1064,274,5.6687,207300
-118.37,34.21,36,2080,455,1939,484,4.2875,176600
-118.37,34.22,11,2127,581,1989,530,2.9028,174100
-118.38,34.22,32,362,100,348,102,2.2679,150000
-118.36,34.23,15,2485,742,1994,670,2.8333,183200
-118.36,34.21,41,337,65,198,50,1.8929,152900
-118.38,34.21,42,715,145,730,158,3.8,169500
-118.38,34.2,23,4138,1171,3911,1068,3.0125,181700
-118.39,34.2,17,2594,1028,3950,973,2.0348,177200
-118.37,34.21,33,2034,470,1990,423,3.7455,159600
-118.37,34.2,34,2199,609,2488,597,2.9861,171800
-118.37,34.2,33,1438,309,1378,306,2.8917,170400
-118.36,34.18,34,1471,423,995,386,2.9583,188700
-118.39,34.19,41,2000,485,1439,461,3.0491,192000
-118.39,34.2,19,2012,732,3483,731,2.2234,181300
-118.37,34.19,41,2924,867,2751,836,2.1,171600
-118.38,34.2,32,993,285,1044,248,2.4306,187500
-118.4,34.19,37,934,231,587,230,3.625,181300
-118.4,34.2,30,2392,655,1987,609,2.8424,226400
-118.4,34.19,35,2180,599,1483,574,3.0395,191300
-118.41,34.2,32,2734,654,2209,610,3.5164,217200
-118.41,34.19,42,779,145,450,148,3.9792,193800
-118.42,34.18,27,3760,880,2022,812,3.1551,225600
-118.42,34.18,30,1323,353,856,333,3.3594,202200
-118.41,34.19,45,1106,225,595,228,3.6625,190700
-118.4,34.19,35,1631,356,862,368,3.6007,261800
-118.4,34.18,32,3724,899,1912,791,3.5711,312700
-118.39,34.18,44,477,91,220,112,3.3906,223800
-118.39,34.19,36,904,191,627,191,2.4167,192900
-118.4,34.16,45,1176,250,471,228,2.3333,364700
-118.4,34.16,35,1354,284,501,262,3.8056,384700
-118.4,34.16,34,2638,580,1150,551,4.2989,364700
-118.41,34.16,32,3060,505,1159,510,6.3703,465800
-118.38,34.18,27,4834,1527,3847,1432,2.1449,165300
-118.39,34.17,40,1696,372,835,385,3.6563,222400
-118.38,34.18,44,901,179,473,179,3.3125,186400
-118.37,34.18,35,2949,794,2106,746,2.9228,177300
-118.36,34.18,31,1109,354,1119,334,2.3056,2e+05
-118.41,34.17,27,3277,648,1382,615,3.875,366100
-118.41,34.18,35,1975,384,882,406,4.375,291700
-118.4,34.17,24,4443,1283,2421,1180,2.2652,269200
-118.4,34.17,24,6347,1548,2945,1492,3.3545,221500
-118.39,34.17,26,6429,1611,2806,1491,3.1929,265200
-118.39,34.16,46,1582,279,603,283,5.1169,414300
-118.39,34.16,37,1388,286,547,258,5.1584,444700
-118.38,34.17,30,2016,622,1359,557,2.7708,192300
-118.38,34.16,46,2609,593,1055,585,3.3177,309400
-118.38,34.16,31,2197,501,944,474,3.7312,319400
-118.37,34.17,10,1431,473,1438,429,2.2756,221400
-118.37,34.17,6,854,350,542,321,0.8198,325000
-118.37,34.16,25,2450,618,1054,578,3.6375,262500
-118.36,34.16,43,2850,709,1510,670,2.4835,274300
-118.37,34.16,17,4150,1148,1808,1041,3.5051,232400
-118.36,34.16,42,2304,442,862,429,4.3542,417900
-118.43,34.2,20,4090,1271,2824,1053,2.773,140500
-118.43,34.21,26,2867,671,1955,640,4.125,226500
-118.46,34.2,13,2926,816,1867,802,3.5255,202700
-118.47,34.2,20,3939,1143,2475,1002,2.9025,229100
-118.48,34.2,26,2027,559,1545,513,2.8974,189900
-118.49,34.21,25,1131,449,746,420,1.3565,225000
-118.49,34.19,23,2087,571,1809,553,3.1667,202000
-118.5,34.2,34,1617,344,938,305,3.915,217700
-118.48,34.2,23,2850,864,2249,777,2.6957,191700
-118.45,34.2,27,1572,450,1039,455,2.5562,190500
-118.45,34.2,18,2729,800,2099,742,2.5842,230800
-118.46,34.2,22,4855,1350,2519,1258,3.0893,205600
-118.46,34.19,35,1491,295,779,309,6.1142,256300
-118.44,34.2,36,2698,623,1544,554,2.7375,234900
-118.44,34.2,35,1717,478,1628,495,2.5197,225600
-118.44,34.2,17,2934,950,2517,889,2.936,232500
-118.43,34.19,27,3440,739,1827,712,4.125,245500
-118.44,34.18,36,2077,496,1206,528,2.2326,221000
-118.44,34.19,11,2891,951,2166,768,2.891,178100
-118.44,34.18,17,1546,592,2423,556,2.1977,154200
-118.45,34.19,11,2479,900,2466,855,2.2264,181300
-118.47,34.19,41,1104,196,495,196,5.0929,225000
-118.45,34.18,34,1843,442,861,417,3.6875,246400
-118.46,34.18,35,1819,465,1336,419,3.4583,253200
-118.44,34.18,35,972,270,550,256,2.2461,215000
-118.44,34.17,29,2685,642,1085,599,3.2763,279400
-118.43,34.16,34,2622,467,1233,476,4.0474,379700
-118.44,34.16,35,3080,642,1362,623,4.1218,328500
-118.45,34.16,22,4982,1358,2237,1220,3.7105,272600
-118.45,34.17,33,3100,687,1388,658,4.3333,261300
-118.46,34.17,24,2814,675,1463,620,4.1875,309300
-118.46,34.17,22,6707,1737,2620,1610,3.1478,273700
-118.45,34.16,33,2544,500,1035,492,4.475,314800
-118.46,34.16,28,2795,622,1173,545,4.4423,280400
-118.46,34.16,26,2548,647,1098,540,4.3839,299100
-118.51,34.22,36,2794,523,1334,472,4.3462,222100
-118.5,34.21,36,1656,310,817,308,5.5675,215900
-118.51,34.22,36,1952,387,1156,392,4.185,209200
-118.52,34.22,35,1620,272,1052,248,5.5209,203300
-118.52,34.21,34,1663,299,762,282,5.1265,211000
-118.53,34.22,29,4101,849,2630,867,4.6607,199800
-118.53,34.21,18,3124,796,1855,725,2.9389,213200
-118.55,34.21,35,2592,490,1427,434,5.0623,246400
-118.56,34.21,36,1286,242,788,248,3.5333,196800
-118.55,34.21,33,3910,838,2097,810,3.8247,208700
-118.51,34.2,35,1614,308,850,330,4.1806,209000
-118.52,34.21,36,1328,287,823,273,4.5648,193700
-118.51,34.2,33,2327,479,1166,472,4.2344,262500
-118.51,34.2,34,2871,581,1350,535,3.7049,227500
-118.51,34.19,35,2537,418,1161,421,5.3028,229200
-118.5,34.19,35,2720,490,1158,445,5.0796,228300
-118.52,34.2,19,4315,1304,2490,1222,2.6437,195000
-118.55,34.2,21,2549,651,1624,628,3.6905,179800
-118.55,34.2,31,1963,420,1494,415,3.5313,211800
-118.52,34.19,42,881,170,464,163,2.9511,203900
-118.52,34.19,37,1560,275,763,284,3.8516,206900
-118.52,34.18,34,2307,388,1168,427,4.2143,245400
-118.56,34.2,36,1544,308,891,286,4.175,190900
-118.56,34.19,34,1237,242,671,221,3.9615,183600
-118.56,34.19,34,2579,561,1237,517,4.433,235100
-118.54,34.18,25,1938,457,1280,425,3.9632,240300
-118.58,34.21,24,2642,696,1649,633,3.0187,217700
-118.6,34.21,21,9512,2560,7282,2387,2.8039,227500
-118.61,34.21,33,2609,431,1208,406,5.4527,227100
-118.65,34.2,23,7480,1084,3037,1058,6.9223,338400
-118.63,34.2,19,7411,1045,2814,950,6.7785,336100
-118.6,34.21,19,2581,857,2004,784,2.6159,182300
-118.56,34.2,35,1770,362,1083,355,5.0483,221000
-118.57,34.21,36,878,167,499,179,4.1181,190400
-118.57,34.2,18,7157,1869,4642,1699,3.1818,208000
-118.56,34.19,36,2600,441,1246,426,4.1111,215600
-118.57,34.2,36,2559,469,1358,445,4.5568,201500
-118.57,34.2,33,1759,311,943,315,5.223,209200
-118.58,34.2,35,1323,228,756,216,4.233,221300
-118.58,34.19,35,2329,399,966,336,3.8839,224900
-118.58,34.19,15,3061,1079,2173,1078,2.85,187500
-118.58,34.18,28,908,142,368,143,5.6159,340500
-118.62,34.2,29,2421,402,1120,388,5.0309,244800
-118.62,34.18,25,3124,468,1241,439,6.4044,333100
-118.62,34.19,35,1934,307,905,315,5.5101,267400
-118.61,34.19,28,3824,749,1790,701,4.1154,246400
-118.61,34.19,34,703,127,369,127,4.3125,210100
-118.6,34.19,16,14912,4183,5105,3302,2.8312,213900
-118.63,34.19,32,3568,591,1741,563,5.1529,259600
-118.64,34.19,30,2399,373,1062,377,6.0094,245600
-118.64,34.19,33,3017,494,1423,470,5.6163,248400
-118.64,34.18,33,3808,623,1784,615,5.1641,263400
-118.64,34.19,28,3274,571,1424,521,4.4167,247300
-118.66,34.19,23,7544,1031,3221,1043,7.642,374900
-118.58,34.17,29,3393,574,1471,587,6.2064,334900
-118.61,34.17,19,5944,1345,2372,1250,3.8819,328900
-118.65,34.18,26,4607,656,1769,643,7.4918,367600
-118.61,34.17,31,1689,362,705,360,4,278500
-118.61,34.16,29,4364,647,1550,624,6.8107,367400
-118.63,34.16,33,2896,455,1116,411,6.0192,347700
-118.62,34.15,26,5661,791,2493,780,7.9814,409900
-118.59,34.15,29,2023,330,747,304,6.7694,369700
-118.6,34.15,28,4570,744,1693,695,6.14,361900
-118.59,34.14,19,1303,155,450,145,10.5511,483100
-118.51,34.17,31,3252,834,1411,760,3.1885,219000
-118.52,34.18,42,1611,410,879,386,3.1923,221800
-118.54,34.17,11,1080,174,386,160,6.1274,315900
-118.56,34.18,39,1819,291,770,278,5.4088,457300
-118.53,34.18,16,7194,1976,3687,1894,3.1887,189300
-118.52,34.16,39,2693,478,1219,435,5.17,335400
-118.53,34.16,32,3554,762,1623,750,3.6141,290600
-118.5,34.16,34,3547,523,1187,500,7.139,424000
-118.5,34.17,37,880,154,369,155,4.1429,303600
-118.43,34.15,31,1856,425,795,426,2.8448,360600
-118.44,34.15,29,5474,1457,2352,1326,3.415,382500
-118.44,34.15,15,4420,1076,1669,1016,4.6375,359100
-118.44,34.15,38,1387,337,713,343,2.9352,304500
-118.45,34.16,22,7828,2038,3303,1922,3.6171,318300
-118.45,34.15,10,1091,260,517,266,4.1727,332600
-118.45,34.15,20,3876,799,1334,753,4.5656,478400
-118.46,34.16,38,1495,300,598,280,3.4698,265400
-118.48,34.15,31,2536,429,990,424,5.4591,495500
-118.45,34.14,33,1741,274,588,267,7.9625,490800
-118.38,34.16,42,2358,546,1065,523,3.1289,320600
-118.39,34.15,29,3110,650,1212,642,4.2031,394400
-118.39,34.15,29,917,181,379,183,3.4612,425000
-118.42,34.15,48,680,131,268,126,4.615,371400
-118.42,34.16,17,277,70,119,59,4.0208,341700
-118.42,34.16,46,54,9,20,6,0.536,375000
-118.4,34.15,44,2515,510,967,484,5.0754,374500
-118.38,34.14,42,1253,225,492,224,7.7112,386700
-118.35,34.13,39,1610,278,511,278,4.3333,385900
-118.34,34.12,41,3257,679,1237,638,4.2415,409600
-118.37,34.14,23,1883,512,774,478,3.5096,396400
-118.41,34.14,33,778,143,258,130,5.738,497600
-118.19,34.14,46,2387,488,1181,456,3.6058,257900
-118.23,34.14,39,277,89,182,91,2.3958,175000
-118.2,34.14,52,2090,466,1219,390,4.0909,204200
-118.21,34.14,44,1681,407,1105,387,3.2222,186500
-118.21,34.14,25,1908,628,1412,588,2.2267,189800
-118.21,34.13,52,2465,611,1433,570,3.25,214200
-118.22,34.13,47,1585,420,949,366,2.7098,173800
-118.22,34.13,52,791,174,501,162,3.3542,178100
-118.18,34.13,52,2228,475,1311,452,3.5341,182100
-118.18,34.12,45,2397,488,1569,471,4.21,167900
-118.17,34.12,35,2568,672,1696,605,2.9154,169200
-118.18,34.12,29,2640,737,1795,655,2.369,173400
-118.17,34.12,30,3376,720,1990,725,3.7813,232000
-118.19,34.12,44,1219,324,1036,282,4.0417,170600
-118.19,34.12,36,2833,720,2148,709,2.7012,172100
-118.2,34.13,50,2929,588,1931,574,3.3438,173600
-118.2,34.12,52,1580,426,1462,406,3.3326,167600
-118.21,34.12,52,1301,389,1189,361,2.5139,190000
-118.2,34.11,52,1901,525,1856,480,3,156400
-118.19,34.11,40,1266,348,1032,315,2.1667,150000
-118.19,34.12,35,2524,749,2487,679,2.4932,167700
-118.18,34.11,44,1346,398,1204,344,2.3984,152200
-118.19,34.11,38,1158,309,1051,322,2.286,169300
-118.19,34.1,42,1577,379,1317,378,3.2121,153900
-118.2,34.11,37,2040,611,1698,545,1.9355,166300
-118.2,34.1,30,3643,1197,4336,1163,2.07,154500
-118.21,34.1,40,1684,316,795,330,5.2723,218300
-118.21,34.1,47,5077,1271,3348,1106,3.0377,186800
-118.22,34.1,35,4003,788,2785,764,4.1213,252100
-118.21,34.1,36,2000,533,1234,535,3.7437,241700
-118.21,34.09,34,1660,412,1678,382,2.7708,148200
-118.22,34.09,45,1072,275,996,243,2.8194,165000
-118.23,34.13,47,1162,235,781,268,4.6528,244400
-118.23,34.13,48,737,166,462,131,3.5893,212500
-118.22,34.13,40,2749,580,1375,511,4.825,205800
-118.23,34.13,48,1308,286,835,294,4.2891,214800
-118.22,34.12,37,1298,242,750,255,5.2049,240800
-118.23,34.11,31,1021,191,495,191,5.5051,223500
-118.25,34.12,11,1281,418,1584,330,2.8889,153100
-118.24,34.12,29,2904,892,3320,765,2.6111,168800
-118.24,34.11,50,2141,451,1777,426,2.7679,178800
-118.24,34.11,39,1148,348,1161,333,2.2167,176700
-118.25,34.11,43,2230,583,1667,543,2.8667,217800
-118.24,34.1,42,1525,456,1688,432,3.1691,141300
-118.25,34.11,52,125,42,99,40,3.4375,170000
-118.25,34.1,42,598,147,312,144,2.625,164300
-118.26,34.11,52,1740,402,749,335,3.5673,270700
-118.27,34.14,29,3768,1211,2320,1030,2.7685,204500
-118.27,34.13,47,1375,359,1512,418,2.1071,208900
-118.27,34.13,46,1613,396,966,416,2.9392,230300
-118.28,34.11,45,1607,331,633,332,3.1445,438300
-118.26,34.12,52,1942,476,1375,477,2.7348,209100
-118.29,34.1,39,2196,582,1165,538,2.9417,254200
-118.29,34.11,24,3696,1125,1685,1031,2.3789,266700
-118.29,34.11,48,1448,295,681,287,3.2333,436400
-118.3,34.1,37,5305,1980,3895,1874,2.0672,283300
-118.32,34.12,52,3410,800,1218,783,4.15,393500
-118.32,34.11,42,2462,543,857,482,4.0833,434400
-118.32,34.11,33,5135,1450,2404,1292,3.2462,435700
-118.32,34.11,48,4472,1579,2796,1397,2.3974,410700
-118.33,34.11,48,1601,464,784,461,3.0642,342900
-118.35,34.1,26,3977,1050,1720,935,3.358,364500
-118.36,34.1,52,1295,281,578,273,2.976,405100
-118.35,34.1,18,7432,2793,3596,2270,2.8036,225000
-118.35,34.1,16,2930,1038,1648,980,2.6458,372200
-118.35,34.1,20,2745,782,1161,739,3.9044,436400
-118.35,34.1,24,5477,1803,2863,1755,1.845,237500
-118.34,34.1,28,2223,752,1271,684,2.5434,232100
-118.33,34.1,30,5293,2446,4123,2127,1.51,187500
-118.33,34.1,43,2732,1646,3049,1429,1.3157,333300
-118.32,34.09,34,2473,1171,2655,1083,1.6331,162500
-118.31,34.09,34,2065,839,2626,775,1.8214,211100
-118.31,34.09,37,773,314,835,312,1.8576,193800
-118.32,34.09,32,563,191,626,185,2.0341,250000
-118.32,34.09,34,1478,675,1976,653,2.0557,225000
-118.32,34.1,30,2193,965,2197,836,1.8277,137500
-118.32,34.1,52,786,270,756,273,2.2311,206300
-118.3,34.1,29,3403,1367,3432,1174,1.7083,166700
-118.3,34.1,36,2284,899,1964,839,1.9297,203300
-118.3,34.09,36,2332,993,3155,927,2.2612,230400
-118.29,34.1,39,631,298,744,274,2.7054,162500
-118.28,34.09,38,790,275,664,194,3.0357,175000
-118.29,34.09,28,1562,648,1974,597,1.9766,112500
-118.29,34.09,35,2198,998,3441,912,2.0467,158300
-118.29,34.09,52,1272,322,984,353,1.9063,261600
-118.3,34.09,29,3245,1190,3906,1102,2.1927,253300
-118.3,34.09,25,2345,852,2860,862,1.4497,205600
-118.32,34.09,44,2666,830,2297,726,1.676,208800
-118.32,34.09,28,2173,819,2548,763,1.879,218800
-118.33,34.09,40,2004,687,1514,542,1.9911,220000
-118.34,34.09,5,2665,954,1733,766,2.3568,204700
-118.34,34.09,14,3032,999,1691,841,2.2,210000
-118.34,34.08,50,3457,854,1584,841,3.1078,346700
-118.35,34.09,47,1800,546,921,478,2.8021,280600
-118.35,34.09,42,2210,643,1228,605,2.5982,315800
-118.33,34.08,50,2989,832,1345,775,3.2426,442900
-118.31,34.08,31,2275,823,2189,720,1.7542,287500
-118.32,34.08,46,2038,534,1250,525,2.4196,358100
-118.31,34.08,23,1443,521,1264,450,2.7543,220000
-118.32,34.08,52,1137,304,754,297,3.37,330300
-118.31,34.08,27,1514,510,1603,518,2.8971,251100
-118.31,34.08,26,1609,534,1868,497,2.7038,227100
-118.3,34.08,34,1562,651,1774,559,1.5685,225000
-118.38,34.11,38,2601,523,870,474,7.1134,416700
-118.36,34.09,38,2158,582,1061,577,2.9643,355300
-118.36,34.08,45,2195,483,1265,455,3.3864,397900
-118.37,34.08,52,1466,254,600,253,5.7524,393600
-118.26,34.1,48,2566,571,1421,563,3.6579,318600
-118.27,34.1,41,3729,740,1364,707,5.7778,412700
-118.27,34.11,41,4138,1130,1859,1030,2.978,306800
-118.28,34.1,44,2728,585,1227,567,4.0602,324000
-118.27,34.1,50,2113,398,793,418,4.7132,304600
-118.28,34.1,48,805,246,633,235,2.3421,2e+05
-118.28,34.1,49,2843,880,2004,796,2.7875,217300
-118.27,34.09,48,1527,295,589,286,4.1667,344800
-118.27,34.09,52,2327,555,1048,491,3.7847,252300
-118.27,34.09,52,1079,222,439,201,4.625,230800
-118.27,34.09,44,3646,912,1783,861,2.9709,225000
-118.26,34.07,36,2306,813,2823,765,2.0214,170500
-118.27,34.08,46,3007,854,2587,814,2.7179,184300
-118.28,34.08,42,997,374,982,372,2.9423,2e+05
-118.27,34.08,43,962,253,658,244,3.2386,185000
-118.28,34.09,52,1739,464,938,482,2.4429,228800
-118.28,34.08,40,1630,543,1568,510,2.7366,169100
-118.23,34.07,40,506,119,397,114,3.1944,143800
-118.24,34.08,52,137,26,65,24,4.025,137500
-118.25,34.09,52,2050,429,957,418,3.5603,210000
-118.25,34.09,43,1903,635,1919,613,2.6336,174300
-118.25,34.09,52,1866,470,1211,417,2.935,189400
-118.25,34.09,52,3142,765,1728,682,3.1864,189800
-118.26,34.08,45,2225,827,2699,792,1.9209,179200
-118.26,34.07,46,2341,703,2371,648,2.4038,181700
-118.26,34.07,52,830,200,701,189,2.7625,232100
-118.25,34.07,43,764,322,1275,306,2,175000
-118.25,34.07,16,719,225,801,218,2.3942,133300
-118.22,34.08,31,394,117,573,131,1.8173,154200
-118.19,34.08,38,1241,298,1055,263,2.3409,115500
-118.2,34.07,21,1353,380,1688,367,1.9937,139600
-118.19,34.1,39,2054,423,1205,403,4.239,213000
-118.21,34.08,52,3672,808,3062,764,2.6806,153000
-118.22,34.07,35,1504,477,2059,498,2.0133,145800
-118.21,34.07,31,1077,300,1198,274,2.1333,160200
-118.21,34.07,52,1770,435,1848,439,2.4135,167200
-118.21,34.07,31,1453,404,1486,389,2.3859,153100
-118.21,34.07,42,902,318,1312,323,1.9375,168800
-118.16,34.09,36,3334,920,2881,800,2.1696,170800
-118.17,34.09,45,1327,271,1069,284,3.3977,153800
-118.18,34.09,40,2744,708,2747,674,2.6226,148800
-118.18,34.09,44,1688,426,1605,384,3.3785,184900
-118.19,34.09,41,2090,530,2043,537,1.9706,144200
-118.19,34.08,35,1554,381,1487,374,1.9038,139500
-118.19,34.07,42,1555,337,1152,348,3.375,169600
-118.19,34.06,44,1734,364,1133,351,2.5132,163100
-118.17,34.09,36,3066,797,3097,780,2.5523,156500
-118.17,34.09,33,2907,797,3212,793,2.2348,146600
-118.18,34.08,33,1369,408,1475,377,2.3281,151900
-118.17,34.08,39,787,181,731,179,3.2279,158500
-118.16,34.07,41,247,55,925,50,3.5769,135700
-118.17,34.07,37,1155,225,814,241,3.875,148500
-118.18,34.06,27,2025,565,2189,577,2.6083,148600
-118.19,34.06,47,2324,658,3020,594,1.1868,93800
-118.2,34.06,46,453,119,533,132,2.2961,112500
-118.2,34.06,40,1181,335,1441,337,2.1136,111800
-118.2,34.05,8,762,204,728,174,2.4886,137500
-118.19,34.05,46,1051,302,1435,305,1.6667,133600
-118.2,34.05,36,2672,675,2883,674,2.0885,142800
-118.19,34.05,37,349,79,276,64,3.2125,125000
-118.22,34.06,52,48,6,41,10,10.2264,112500
-118.21,34.05,28,1079,306,1358,285,2.52,131900
-118.21,34.05,28,950,357,1485,345,1.9271,136400
-118.2,34.05,43,1165,317,1279,303,1.9615,141700
-118.2,34.05,40,1146,323,1354,321,1.9205,121900
-118.2,34.05,40,1082,318,1085,273,1.7054,117200
-118.19,34.05,43,977,266,1084,259,2.7708,127900
-118.19,34.05,41,1098,264,1178,245,2.1058,124300
-118.19,34.04,40,1095,305,1322,281,1.9688,150000
-118.19,34.03,50,1183,246,851,231,3.2639,142600
-118.2,34.04,47,1894,408,1629,379,3.7619,127600
-118.2,34.03,52,1754,452,1849,445,2.3716,122800
-118.2,34.04,36,1625,490,2003,478,2.181,147200
-118.2,34.04,44,1582,544,1998,515,1.6888,125000
-118.21,34.04,36,1825,479,2097,480,2.1862,135300
-118.21,34.04,37,845,249,881,252,2.2454,165000
-118.21,34.05,28,1841,809,3199,727,1.6319,151600
-118.22,34.04,43,798,308,1417,325,1.4189,141700
-118.22,34.05,44,1105,346,1598,372,1.2,115600
-118.22,34.04,43,2343,803,2468,707,1.5163,115000
-118.21,34.04,43,1502,477,1844,477,1.9405,152500
-118.2,34.03,41,1292,334,1150,322,1.925,135200
-118.2,34.02,49,1098,317,1411,301,2.75,146000
-118.2,34.03,52,774,209,813,203,2.3472,135200
-118.2,34.03,37,1583,392,1776,377,2.7266,140800
-118.21,34.02,45,792,203,872,188,2.6875,129700
-118.19,34.02,44,2702,770,3260,721,2.3575,144800
-118.2,34.02,48,2230,593,2419,598,2.3944,130700
-118.2,34.02,42,498,120,548,119,3.7543,126600
-118.21,34.02,52,22,7,55,7,7.5752,67500
-118.24,34.06,8,1204,552,1074,517,1.0227,87500
-118.25,34.05,8,3105,1256,1086,997,0.8131,275000
-118.25,34.06,12,4011,1438,1673,1088,5.3081,287500
-118.26,34.04,6,1529,566,1051,473,2.462,162500
-118.26,34.06,38,715,282,1174,300,2.345,225000
-118.26,34.06,42,2541,1282,3974,1189,1.5854,87500
-118.27,34.07,42,1175,428,1593,407,2.3438,213300
-118.27,34.07,34,786,341,1239,320,2.3438,152100
-118.28,34.07,24,3247,1281,2642,1182,2.4632,216700
-118.28,34.07,14,1924,926,2226,792,2.2552,265900
-118.28,34.07,32,1777,536,1684,489,2.3636,190000
